1	Пучков: МЧС готовится к отправке гуманитарного конвоя в Донбасс 14 мая	МЧС РФ отправит 14 мая очередной гуманитарный конвой в Донбасс
1	Рособоронэкспорт планирует расширить поставки вооружения в Турцию	Рособоронэкспорт расширит поставки вооружения из России в Турцию
1	Рогозин о танке Армата: красавец	Дмитрий Рогозин назвал красавцем новый танк Т-14 Армата
1	В центре Москвы избили директора поэтессы Веры Полозковой	Директора поэтессы Веры Полозковой избили в центре Москвы
1	Похитители скота убили не менее 45 человек на северо-западе Кении	Похитители скота убили в Кении 45 человек
1	Ночному волку в ФРГ аннулировали визу, он возвращается в Финляндию	Власти ФРГ аннулировали визу Ночного волка Юрия Васильева
0	Правительство ФРГ рассчитывает на благоразумие Ночных волков	Власти ФРГ аннулировали визу Ночного волка Юрия Васильева
0	Американка перед смертельным ДТП написала в Twitter о пьяном состоянии	Число выпускных экзаменов для девятиклассников удвоится
0	МЧС проверит поврежденные землетрясением российские здания в Непале	МЧС РФ оказало помощь 180 пострадавшим от землетрясения в Непале
1	МЧС России оказало помощь 180 раненым и вывезло 164 человека из Непала	МЧС РФ оказало помощь 180 пострадавшим от землетрясения в Непале
0	МЧС РФ: ситуация в Непале после землетрясения стабилизируется	МЧС РФ оказало помощь 180 пострадавшим от землетрясения в Непале
1	Врачи МЧС в Непале помогли 125 пострадавшим при землетрясении	МЧС РФ оказало помощь 180 пострадавшим от землетрясения в Непале
1	МЧС: спасатели из России оказали медпомощь 79 пострадавшим в Непале	МЧС РФ оказало помощь 180 пострадавшим от землетрясения в Непале
1	Средневзвешенный курс доллара на 11.30 мск вырос на 61,86 копейки	Официальный курс доллара вырос почти на 62 коп.
1	Совет директоров Роснефти продлил полномочия Сечина на 5 лет	Совет директоров «Роснефти» продлил полномочия Игоря Сечина
1	Средневзвешенный курс доллара вырос на 61 копейку	Официальный курс доллара вырос почти на 62 коп.
1	Клинцевич: журналист угрозами коллеге с RT надругался над профессией	Корреспондент RT покинула Украину после угроз от коллег
1	Корреспондент RT покинула Украину из-за многочисленных угроз	Корреспондент RT покинула Украину после угроз от коллег
1	Макаревич снялся в украинском ролике ко Дню памяти 8 мая. ВИДЕО	Макаревич снялся в украинском ролике ко Дню памяти
1	Официальный курс доллара вырос почти на 62 коп.	Официальный курс доллара вырос до 51,76 рубля
1	Средневзвешенный курс доллара вырос на 61 копейку	Официальный курс доллара вырос до 51,76 рубля
1	«Роснефть» раскрыла размер оклада Игоря Сечина	«Роснефть» раскрыла зарплату Сечина
0	В ДНР ждут, что встреча контактной группы снизит накал обстановки	Пургин: Делегация ДНР отправилась на встречу контактной группы в Минск
1	Пургин: встреча контактной группы по Донбассу не будет прорывной	Пургин: Делегация ДНР отправилась на встречу контактной группы в Минск
1	Школьники в Ленобласти закидали камнями 77-летнего узника концлагеря	Прокуратура занялась нападением школьников на узника концлагеря
1	Посольство не знает о планах Меркель встретиться с оппозицией в Москве	В Берлине не подтвердили встречу Меркель с оппозицией в Москве
1	СК: бизнесмена, который дал взятку сенатору Цыбко, оштрафовали	Бизнесмена оштрафовали на 30 миллионов за взятку сенатору Цыбко
0	ВСУ: добровольческие батальоны не участвуют в спецоперации в Донбассе	Пушилин опроверг отсутствие добровольческих батальонов в Донбассе
1	Адвокат: следствие по делу Савченко продлено на полгода	Срок следствия по делу Савченко продлен до 13 ноября
0	Следствие просит продлить до 30 июня срок ареста Савченко	Срок следствия по делу Савченко продлен до 13 ноября
0	Полиция задержала шестерых похитителей велосипедов со станций велопроката	Посол: ООН готова оказывать поддержку межсирийским встречам в Москве
0	Цена на Brent достигла максимума в 2015 году	Астрономы впервые нашли суперземлю с гигантскими перепадами температур
1	Газпром получил от Нафтогаза очередные $40 млн предоплаты за газ	«Газпром» получил от «Нафтогаза» 40 миллионов долларов
1	Нафтогаз перевел Газпрому $40 млн предоплаты за поставки газа	«Газпром» получил от «Нафтогаза» 40 миллионов долларов
1	«Роснефть» раскрыла зарплату Сечина	Сечин заработает в «Роснефти» до 610 млн руб. по итогам 2015 года
0	В центре Москвы избили директора поэтессы Веры Полозковой	Установлены личности нападавших на директора Веры Полозковой
1	Прокуратура занялась нападением школьников на узника концлагеря	В Ленобласти на школьников могут завести дело за нападение на узника концлагеря
1	СК начал проверку по инциденту с узником концлагеря в Ленобласти	В Ленобласти на школьников могут завести дело за нападение на узника концлагеря
1	Школьники в Ленобласти закидали камнями 77-летнего узника концлагеря	В Ленобласти на школьников могут завести дело за нападение на узника концлагеря
1	Около 10 кораблей РФ и КНР примут участие в учениях в Средиземном море	Корабли РФ и Китая проведут совместные учения в Средиземном море
1	Военные учения России и Китая пройдут в Средиземном море 11-21 мая	Корабли РФ и Китая проведут совместные учения в Средиземном море
1	Президент: Вьетнам может подписать договор о ЗСТ c ЕАЭС в начале мая	Вьетнам подпишет договор о зоне свободной торговли c ЕАЭС 
0	В Ленобласти на школьников могут завести дело за нападение на узника концлагеря	Школьники извинились перед бывшим узником концлагеря
0	Прокуратура занялась нападением школьников на узника концлагеря	Школьники извинились перед бывшим узником концлагеря
0	Школьники в Ленобласти закидали камнями 77-летнего узника концлагеря	Школьники извинились перед бывшим узником концлагеря
1	Чуркин: попытки оправдать пособников нацистов не изменят истории	Чуркин: Попытки оправдать пособников нацистов не изменят вердикт Нюрнберга
1	Движение поездов на серой ветке метро Москвы восстановлено	На серой ветке московского метро восстановили движение
1	Лавров и Керри обсудили ситуацию в Сирии, Йемене и Донбассе	Лавров и Керри обсудили актуальные внешнеполитические проблемы
1	В ЕП одобрили проект резолюции об ужесточении санкции против России	Европарламент одобрил проект резолюции об усилении санкций против России
0	Сечин заработает в «Роснефти» до 610 млн руб. по итогам 2015 года	В «Роснефти» прокомментировали переназначение Сечина
0	Совет директоров «Роснефти» продлил полномочия Игоря Сечина	В «Роснефти» прокомментировали переназначение Сечина
1	Совет директоров Роснефти продлил полномочия Сечина на 5 лет	В «Роснефти» прокомментировали переназначение Сечина
0	«Роснефть» раскрыла зарплату Сечина	В «Роснефти» прокомментировали переназначение Сечина
1	ДНР: около 1,5 тысячи военных примут участие в параде Победы в Донецке	В Донецке прошла репетиция Парада Победы 
1	Репетиция парада Победы началась в Донецке	В Донецке прошла репетиция Парада Победы 
0	Самый северный парад, приуроченный к юбилею Победы, прошел в Заполярье	В Донецке прошла репетиция Парада Победы 
0	Первая репетиция воздушной части парада Победы прошла в Москве	В Донецке прошла репетиция Парада Победы 
0	Индекс кредитного доверия россиян опустился до рекордно низкого уровня	В Донецке прошла репетиция Парада Победы 
1	В Третьяковке прошли обыски по делу о контрабанде культурных ценностей	Обыски в Третьяковской галерее прошли по делу о контрабанде на 2 млн руб.
1	Обыски по делу о контрабанде культурных ценностей идут в Третьяковке	В Третьяковке прошли обыски по делу о контрабанде культурных ценностей
1	Патрушев: РФ корректирует стратегию нацбезопасности из-за новых угроз	Патрушев: С учетом новых угроз РФ корректирует стратегию нацбезопасности 
1	Европарламент одобрил проект резолюции об усилении санкций против России	Комитет Европарламента одобрил резолюцию об ужесточении антироссийских санкций
1	В ЕП одобрили проект резолюции об ужесточении санкции против России	Комитет Европарламента одобрил резолюцию об ужесточении антироссийских санкций
1	Мировые цены на нефть растут на ожиданиях повышения спроса	Мировые цены на нефть продолжили свой рост
1	Американская военная техника прибыла в Грузию для совместных учений	Американцы перебросили тяжелую военную технику в Грузию
0	Власти ФРГ аннулировали визу Ночного волка Юрия Васильева	«Ночные волки» оспорят в суде ФРГ решение об аннулировании виз
1	СМИ: Ночные волки оспорят в немецком суде аннулирование виз властями	«Ночные волки» оспорят в суде ФРГ решение об аннулировании виз
0	Ночному волку в ФРГ аннулировали визу, он возвращается в Финляндию	«Ночные волки» оспорят в суде ФРГ решение об аннулировании виз
1	США разрешили коммерческое паромное сообщение с Кубой	Власти США разрешили коммерческое паромное сообщение с Кубой
1	Представитель МИД: слова Саманты Пауэр о Тане Савичевой - верх цинизма	Представитель МИД РФ назвала речь Саманты Пауэр в ООН цинизмом
0	Украинский самолет забрал около 100 человек из Непала и летит в Киев	Летевший из Непала украинский самолет пробил колесо при посадке в Дели
0	СБУ заявила о задержании на Украине россиян, якобы готовивших теракты	СБУ заявила о задержании ополченца из батальона «Сомали»
0	Глава СБУ заявил, что в плену у ополченцев остаются около 300 человек	СБУ заявила о задержании ополченца из батальона «Сомали»
1	Более 20 мирных жителей погибли при авиаударах коалиции в Йемене	При авиаударах коалиции в Йемене погиб 21 мирный житель
1	Андреас Любиц репетировал спуск самолета на другом рейсе в день крушения	Любиц на предпоследнем рейсе «репетировал» снижение
1	Белый дом раскритиковал республиканцев за принятый проект бюджета-2016	Белый дом раскритиковал принятый республиканцами проект бюджета 
1	СМИ сообщили о новом деле по факту хищений в Мособлбанке на 70 млрд руб.	МВД возбудило дело о хищении 70 миллиардов рублей из Мособлбанка
1	Ъ: против владельцев Мособлбанка возбуждено уголовное дело о хищениях	МВД возбудило дело о хищении 70 миллиардов рублей из Мособлбанка
1	Буксир с 12 российскими моряками задержан за долги в китайском порту	В китайском порту из-за долгов застрял буксир с российскими моряками
0	Лавров: немецкие компании подтверждают готовность работать с Россией	Лавров заявил об озабоченности немецких компаний санкциями против России
1	Нарушения выявлены при отправке из Владивостока затонувшего траулера	Прокуратура выявила нарушения на затонувшем траулере «Дальний Восток»
0	Медведев 6 мая обсудит с Раулем Кастро в Москве проекты в энергетике	Мадуро 6 мая вылетит в Москву
1	Прогресс М-27М уже, возможно, взорвался в небе над Южной Африкой	Российские ученые сообщили, что Прогресс упал над Южной Африкой
1	Для выплат строителям Восточного перечислено еще 55 млн рублей	Для строителей космодрома Восточный перечислили 55 миллионов рублей
1	Владимир Путин поздравил актера Владимира Этуша с 93-летием	Президент РФ поздравил актера Владимира Этуша с 93-летием
1	Глава МИД Франции представит страну на торжествах 9 Мая в Москве	Франция определилась с уровнем представительства на 9 Мая в Москве
0	Президент Египта примет участие в торжествах 9 Мая в Москве	Франция определилась с уровнем представительства на 9 Мая в Москве
0	Синоптики: дожди возможны в Москве на 9 мая, если не разогнать облака	Франция определилась с уровнем представительства на 9 Мая в Москве
1	Le Figaro: Париж готов затопить Мистрали, построенные для России	Le Figaro сообщила о готовности Франции затопить «Мистрали»
1	Иск на $5 миллионов к боксеру Пакьяо подан в суд США в Лас-Вегасе	Два жителя Невады подали иск к Пакьяо на 5 миллионов долларов
1	Курс доллара упал ниже 50 рублей	Биржевой курс доллара упал ниже 50 руб.
1	Прогресс М-27М закончит свое существование 8 мая с 12.23 до 21.55	Роскосмос: Прогресс прекратит существование 8 мая
1	«Прогресс» упадет на Землю 8 мая	Роскосмос: Прогресс прекратит существование 8 мая
1	Биржевой курс доллара упал ниже 50 руб.	Доллар опустился ниже 50 рублей
1	Курс доллара упал ниже 50 рублей	Доллар опустился ниже 50 рублей
0	Пушилин: делегация ДНР прибудет в Минск утром 6 мая	Делегация ДНР и ЛНР прибыла в Минск на встречу контактной группы
1	В ДНР ждут, что встреча контактной группы снизит накал обстановки	Делегация ДНР и ЛНР прибыла в Минск на встречу контактной группы
1	На Васильевском перевернулась пожарная машина	В Петербурге пожарная машина перевернулась в ДТП
1	Суд признал Васильеву виновной в хищении военного имущества	Суд признал Евгению Васильеву виновной по делу «Оборонсервиса»
1	Суд признал Васильеву виновной в хищении военного имущества	Суд признал Евгению Васильеву виновной по делу «Оборонсервиса»
0	Защита Савченко вновь потребовала отвода судьи	Защите Савченко отказали в отводе судьи
1	Российский рынок рекламы сократился на 17% в начале года	Российский рынок рекламы рухнул на 17 процентов
0	Нефть Brent подорожала почти до $69 за баррель	Цена на нефть поднялась выше $69 впервые с начала года
1	УМВД: жители Приморья распиливали на металл историческую артбатарею	Жители Приморья распилили историческую артбатарею
1	ДНР: силовики вновь обстреляли Мичуринскую исправительную колонию	ДНР: Украинские силовики обстреляли колонию
0	Местные власти: украинские силовики вновь обстреливают село Саханка	ДНР: Украинские силовики обстреляли колонию
0	Курс доллара упал ниже 50 рублей	Рубль пытается закрепиться на отметке в 50 рублей к доллару
1	Американцы перебросили тяжелую военную технику в Грузию	В Грузию прибыла военная техника из США
1	Американская военная техника прибыла в Грузию для совместных учений	В Грузию прибыла военная техника из США
1	Опубликован предварительный отчет расследования ЧП с A320 во Франции	Во Франции опубликован предварительный отчет о крушении А320 в Альпах
1	В Подмосковье покончил с собой онкобольной	Больной раком профессор покончил с собой в Подмосковье
0	Украинцы пытаются раскрыть тайну золотого батона	Минобрнауки планирует создать 6,6 млн новых мест в школах к 2025 году
0	Ребенок сломал ногу, упав в Московском зоопарке в вольер с белухами	В Московском зоопарке на трехлетнего мальчика упала плита
0	Городской велосипед по цене подержанной машины	Ушаков: на саммите ЕАЭС обсудят присоединение Киргизии к Союзу
1	BMW отложила решение о строительстве завода в России	BMW отложил строительство завода в России
1	Переведенный на армянский язык Коран впервые издан в Турции	В Турции издали Коран на армянском
1	Скорая отказалась госпитализировать Савченко, помощь оказана в суде	Скорая помощь не стала госпитализировать украинскую летчицу Савченко
0	Скорую помощь вызвали в суд для Савченко	Скорая помощь не стала госпитализировать украинскую летчицу Савченко
0	Опять Запад не понимает Россию	СМИ: искусная дипломатия России вернула Иран и Запад к переговорам
1	Инфляция в апреле составила 0,5%, с начала года цены выросли на 7,9%	Годовая инфляция в апреле снизилась впервые с начала года
1	Ущерб по делу Оборонсервиса снизился в шесть раз, сообщил прокурор	Суд снизил сумму ущерба по делу Евгении Васильевой в шесть раз
1	Ущерб от действий Васильевой снизили в шесть раз - с 6 млрд до 500 млн	Суд снизил сумму ущерба по делу Евгении Васильевой в шесть раз
1	Ушаков: Украина будет одной из тем переговоров Путина и Меркель	Путин и Меркель обсудят ситуацию на Украине 10 мая
0	Дипломаты России и США обсудили урегулирование ситуации на Украине	Путин и Меркель обсудят ситуацию на Украине 10 мая
0	Путин, Украина и исторический ревизионизм	Путин и Меркель обсудят ситуацию на Украине 10 мая
0	Российские астрономы заявили, что им удалось «поймать» взрыв «Прогресса» в небе над Южной Африкой	Власти Киева готовятся к демонтажу коммунистической символики в метро
1	Три человека в Чехии обвинены в намерении организовать взрыв поезда	В Чехии трех человек будут судить за организацию подрыва поезда 
1	Басманный суд продлил арест Савченко до 30 июня	Надежда Савченко останется под арестом до конца июня
1	Пушилин: в Минске совершился прорыв, которого долго ждали	Пушилин: На переговорах в Минске совершился долгожданный прорыв
1	Пушилин: На переговорах в Минске совершился долгожданный прорыв	Пушилин заявил о «прорыве» на переговорах в Минске
1	Песков: Путин впервые может объявить на параде Победы минуту молчания	Путин впервые объявит минуту молчания на Параде Победы в Москве
1	Улюкаев хочет приостановить выделение средств на программы занятости	Улюкаев предложил приостановить субсидирование поддержки занятости
0	Во время полета на Марс вы можете получить повреждение головного мозга	Рубль к вечеру изменил вектор и снижался к доллару и евро
0	В Московском зоопарке на трехлетнего мальчика упала плита	Московский зоопарк оплатит лечение пострадавшего от падения плиты ребенка
0	СМИ: Ночные волки оспорят в немецком суде аннулирование виз властями	Немецкий суд разрешил «Ночным волкам» въезд в страну
0	Немецкий суд разрешил «Ночным волкам» въезд в страну	Суд в Берлине признал незаконным запрет на въезд двух ночных волков
1	Режим ЧП в Балтиморе снят, Национальная гвардия покинет город	Национальная гвардия США покинула Балтимор
1	Минтруд против прекращения поддержки региональных программ занятости	Минтруда выступило против прекращения поддержки программ занятости 
0	Забор на Сенной площади демонтируют ко Дню города	ЦБ выпустит в 2015 году монеты, посвященные Крыму
0	Задержаны участники несанкционированной акции на Болотной площади	Число задержанных на Болотной площади увеличилось до 65 человек
0	Си Цзиньпин заявил о готовности Китая защищать мир вместе с Россией	Прокуратура заявила о готовности оценить фотосессию Мисс России
1	Председатель КНР: Китай и Россия будут плечом к плечу защищать мир	Си Цзиньпин заявил о готовности Китая защищать мир вместе с Россией
1	Йемен призывает международное сообщество ввести войска в страну	Власти Йемена призывали ввести наземные войска для спасения страны
0	Барселона разгромила Баварию в первом матче 1/2 финала ЛЧ	Тренер Барселоны поблагодарил игроков за матч с Баварией
1	Последователи иудаизма празднуют Лаг ба-омер	Последователи иудаизма отметят сегодня Лаг ба-омер
0	Каримов отказался приехать на юбилей Победы в Москву	Около 30 глав зарубежных стран приедут в Москву на День Победы
0	Каримов отказался приехать на юбилей Победы в Москву	Ушаков: внук Уинстона Черчилля приедет в Москву на 70-летие Победы
1	Власти Нью-Йорка вернули изъятый полицией бюст Эдварда Сноудена	Власти Нью-Йорка вернули скульпторам бюст Сноудена
1	Forbes включил 27 российских компаний в рейтинг лидирующих фирм мира	Около 30 российских компаний попали в рейтинг лидирующих фирм Forbes
1	Инспекторы из Дании, Канады, Молдавии, Польши начали работу в Донбассе	В Донбассе начали работу международные инспекторы
1	Нетаньяху объявил, что сформировал новую правящую в Израиле коалицию	Нетаньяху сформировал новую правящую коалицию
1	Самолет с эвакуированными из Непала гражданами Украины вернулся в Киев	Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева
1	МО Украины: самолет с эвакуированными из Непала ждут в Киеве ночью	Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева
0	Украина рассчитывает на прибытие в Киев самолета с из Непала 6 мая	Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева
1	Сотни инструкторов Пентагона отправились тренировать сирийскую оппозицию	Пентагон отправил 400 военных для обучения сирийской оппозиции
1	Землетрясение магнитудой 4,6 произошло у таиландского острова Пхукет	В Таиланде произошло очередное землетрясение магнитудой 4,7
0	Рубль пытается закрепиться на отметке в 50 рублей к доллару	Нефть и праздники: почему доллар опустился ниже 50 рублей
0	Курс доллара упал ниже 50 рублей	Нефть и праздники: почему доллар опустился ниже 50 рублей
0	Курс доллара упал ниже 50 рублей	Нефть и праздники: почему доллар опустился ниже 50 рублей
0	Уголовное дело завели на приморского депутата после инцидента 1 мая	На пытавшегося наехать на полицейских приморского депутата завели уголовное дело
0	Ушаков: посол США будет представлять страну 9 Мая в Москве	Горбачев объяснил отказ Меркель приехать в Москву 9 мая давлением США
0	Главный аэропорт Рима закрыт из-за пожара в терминале	В Риме загорелся терминал главного аэропорта
1	Главный аэропорт Рима закрыт из-за пожара в терминале	В Риме загорелся терминал главного аэропорта
1	Правительство отчиталось о состоянии исполнения поручений президента	Правительство отчиталось о состоянии исполнения «майских указов» Путина
1	Путин проведет совещание по исполнению майских указов за три года	Правительство отчиталось о состоянии исполнения «майских указов» Путина
1	Задержана сообщница обвиняемых в расстреле милиционеров у АЗС в Киеве	В Киеве задержана причастная к гибели милиционеров неонацистка
1	Роналду стал самым высокооплачиваемым футболистом по версии Forbes	Роналду второй год подряд стал самым высокооплачиваемым футболистом
0	Режим КТО введен в центре Махачкалы, правоохранители ищут боевиков	В центре Махачкалы блокирована многоэтажка с боевиками
1	Горбачев объяснил отказ Меркель приехать в Москву 9 мая давлением США	Горбачев объяснил отказ Меркель приехать на Парад Победы давлением США
1	В Риме загорелся терминал главного аэропорта	«Аэрофлот» отменил рейсы в Рим из-за пожара в аэропорту
1	Главный аэропорт Рима закрыт из-за пожара в терминале	«Аэрофлот» отменил рейсы в Рим из-за пожара в аэропорту
0	Главный аэропорт Рима закрыт из-за пожара в терминале	Закрытый из-за пожара аэропорт Рима возобновляет работу
1	Уголовное дело завели на приморского депутата после инцидента 1 мая	В Приморье возбудили дело против депутата после инцидента 1 мая 
0	В ходе беспорядков в нижегородской колонии погиб заключенный	ФСИН: спецсредства к заключенным нижегородской колонии не применяли
1	Закрытый из-за пожара аэропорт Рима возобновляет работу	Аэропорт Рима после пожара возобновит работу раньше намеченного срока
0	Главный аэропорт Рима закрыт из-за пожара в терминале	Аэропорт Рима после пожара возобновит работу раньше намеченного срока
1	Закрытый из-за пожара аэропорт Рима возобновляет работу	Аэропорт Рима после пожара возобновит работу раньше намеченного срока
0	Главный аэропорт Рима закрыт из-за пожара в терминале	Аэропорт Рима после пожара возобновит работу раньше намеченного срока
1	Главный аэропорт Рима закрыт из-за пожара в терминале	Авиаперевозчики отменяют утренние рейсы в Рим из-за пожара в аэропорту
1	Кабмин отчитался об исполнении майских указов президента	Медведев отчитался о почти полном выполнении майских указов Путина
0	Путин проведет совещание по исполнению майских указов за три года	Медведев отчитался о почти полном выполнении майских указов Путина
0	Путин 7 мая обсудит с комиссией ход выполнения майских указов	Медведев отчитался о почти полном выполнении майских указов Путина
1	ИРНА: задержанное Ираном судно освобождено	Иран освободил судно Maersk Tigris
0	Задержанное в Иране судно Maersk освободят только решением суда	Иран освободил судно Maersk Tigris
1	Роснефть предлагает изменить налогообложение нефтяной отрасли	«Роснефть» подготовила свой вариант реформы налогообложения нефтяной отрасли
1	Боксер Мэнни Пакьяо успешно перенес операцию на травмированном плече	Пакьяо успешно перенес операцию на травмированном плече
1	Никита Михалков предложил создать телеканал стоимостью 100 млн руб. в год	Михалков предложил создать телеканал для студенческого кино
1	СМИ: Никита Михалков предложил создать новый телеканал	Михалков предложил создать телеканал для студенческого кино
1	Россельхознадзор вернул Египту более 200 тонн апельсинов с вредителями	Россельхознадзор запретил ввоз 200 тонн египетских апельсинов
1	В ходе беспорядков в нижегородской колонии погиб заключенный	Один человек скончался после беспорядков в нижегородской колонии
0	ФСИН: беспорядки в нижегородской колонии устроила толпа в 100 человек	Один человек скончался после беспорядков в нижегородской колонии
0	ФСИН: 15 человек госпитализированы после драки в нижегородской колонии	Один человек скончался после беспорядков в нижегородской колонии
1	Авиаперевозчики отменяют утренние рейсы в Рим из-за пожара в аэропорту	Российские авиакомпании отменили и перенесли рейсы в Рим из-за пожара
1	Порошенко подписал указ о демобилизации силовиков с Донбасса	Порошенко подписал указ о демобилизации
0	Задержаны участники несанкционированной акции на Болотной площади	На шестерых задержанных на Болотной площади заведены административные дела
1	Впервые в истории боевые корабли ВМС Китая войдут в Новороссийск	Китайские боевые корабли впервые придут в Новороссийск
1	Впервые в истории боевые корабли ВМС Китая войдут в Новороссийск	Китайские боевые корабли впервые придут в Новороссийск
0	Закрытый из-за пожара аэропорт Рима возобновляет работу	СМИ: причина пожара в аэропорту Рима стало возгорание в ресторане
0	Главный аэропорт Рима закрыт из-за пожара в терминале	СМИ: причина пожара в аэропорту Рима стало возгорание в ресторане
0	ЦВО: генеральная репетиция Парада Победы проходит в Самаре	Танк «Армата» заглох во время генеральной репетиции парада Победы
0	Генеральная репетиция парада Победы пройдет 7 мая на Красной площади	Танк «Армата» заглох во время генеральной репетиции парада Победы
